event_date,user_id,banner_id,impressions,clicks,ctr
2026-01-01,u_00153,b_0137,2,0,0.0
2026-01-01,u_00156,b_0142,3,0,0.0
2026-01-01,u_00159,b_0027,4,0,0.0
2026-01-01,u_00160,b_0184,5,0,0.0
2026-01-01,u_00165,b_0120,4,0,0.0
2026-01-01,u_00171,b_0039,7,0,0.0
2026-01-01,u_00171,b_0108,4,0,0.0
2026-01-01,u_00173,b_0099,3,2,0.6667
2026-01-01,u_00174,b_0045,2,0,0.0
2026-01-01,u_00175,b_0149,3,0,0.0
2026-01-01,u_00175,b_0276,5,0,0.0
2026-01-01,u_00181,b_0061,4,0,0.0
2026-01-01,u_00184,b_0022,2,0,0.0
2026-01-01,u_00184,b_0101,3,0,0.0
2026-01-01,u_00188,b_0215,3,0,0.0
2026-01-01,u_00188,b_0219,1,0,0.0
2026-01-01,u_00195,b_0085,7,0,0.0
2026-01-01,u_00202,b_0286,8,2,0.25
2026-01-01,u_00203,b_0009,4,0,0.0
2026-01-01,u_00205,b_0142,3,0,0.0
2026-01-01,u_00206,b_0161,4,0,0.0
2026-01-01,u_00209,b_0128,5,0,0.0
2026-01-01,u_00211,b_0111,3,0,0.0
2026-01-01,u_00214,b_0268,9,1,0.1111
2026-01-01,u_00216,b_0071,5,1,0.2
2026-01-01,u_00222,b_0143,3,0,0.0
2026-01-01,u_00232,b_0228,4,0,0.0
2026-01-01,u_00234,b_0299,5,0,0.0
2026-01-01,u_00243,b_0019,2,0,0.0
2026-01-01,u_00247,b_0103,3,0,0.0
2026-01-01,u_00247,b_0285,8,0,0.0
2026-01-01,u_00254,b_0257,8,0,0.0
2026-01-01,u_00256,b_0054,7,0,0.0
2026-01-01,u_00258,b_0249,4,0,0.0
2026-01-01,u_00259,b_0260,5,0,0.0
2026-01-01,u_00260,b_0226,2,0,0.0
2026-01-01,u_00261,b_0239,4,0,0.0
2026-01-01,u_00262,b_0139,3,1,0.3333
2026-01-01,u_00262,b_0250,2,0,0.0
2026-01-01,u_00266,b_0173,5,1,0.2
2026-01-01,u_00270,b_0241,1,0,0.0
2026-01-01,u_00272,b_0042,5,0,0.0
2026-01-01,u_00272,b_0209,2,0,0.0
2026-01-01,u_00273,b_0037,1,0,0.0
2026-01-01,u_00273,b_0096,1,0,0.0
2026-01-01,u_00286,b_0169,3,0,0.0
2026-01-01,u_00288,b_0012,2,0,0.0
2026-01-01,u_00290,b_0263,6,0,0.0
2026-01-01,u_00298,b_0119,3,0,0.0
2026-01-01,u_00303,b_0128,4,0,0.0
2026-01-01,u_00303,b_0133,7,0,0.0
2026-01-01,u_00304,b_0186,1,0,0.0
2026-01-01,u_00306,b_0080,2,0,0.0
2026-01-01,u_00308,b_0048,3,0,0.0
2026-01-01,u_00308,b_0061,5,0,0.0
2026-01-01,u_00310,b_0150,1,0,0.0
2026-01-01,u_00314,b_0261,4,0,0.0
2026-01-01,u_00316,b_0163,5,0,0.0
2026-01-01,u_00320,b_0240,4,0,0.0
2026-01-01,u_00324,b_0087,5,0,0.0
2026-01-01,u_00333,b_0066,4,0,0.0
2026-01-01,u_00336,b_0079,5,1,0.2
2026-01-01,u_00337,b_0214,2,0,0.0
2026-01-01,u_00339,b_0003,5,0,0.0
2026-01-01,u_00340,b_0213,2,0,0.0
2026-01-01,u_00346,b_0005,5,0,0.0
2026-01-01,u_00347,b_0011,5,0,0.0
2026-01-01,u_00349,b_0112,5,0,0.0
2026-01-01,u_00350,b_0021,2,0,0.0
2026-01-01,u_00352,b_0098,1,0,0.0
2026-01-01,u_00353,b_0243,2,0,0.0
2026-01-01,u_00359,b_0194,5,1,0.2
2026-01-01,u_00359,b_0262,8,0,0.0
2026-01-01,u_00360,b_0115,6,1,0.1667
2026-01-01,u_00366,b_0235,4,0,0.0
2026-01-01,u_00375,b_0207,3,0,0.0
2026-01-01,u_00375,b_0263,2,0,0.0
2026-01-01,u_00376,b_0043,1,0,0.0
2026-01-01,u_00377,b_0118,8,2,0.25
2026-01-01,u_00378,b_0288,3,0,0.0
2026-01-01,u_00381,b_0289,6,0,0.0
2026-01-01,u_00385,b_0089,4,1,0.25
2026-01-01,u_00386,b_0153,3,0,0.0
2026-01-01,u_00389,b_0125,3,0,0.0
2026-01-01,u_00390,b_0190,3,0,0.0
2026-01-01,u_00390,b_0243,4,0,0.0
2026-01-01,u_00396,b_0012,4,1,0.25
2026-01-01,u_00402,b_0222,10,1,0.1
2026-01-01,u_00403,b_0207,3,0,0.0
2026-01-01,u_00406,b_0188,6,1,0.1667
2026-01-01,u_00408,b_0250,4,0,0.0
2026-01-01,u_00414,b_0226,3,0,0.0
2026-01-01,u_00417,b_0064,1,0,0.0
2026-01-01,u_00417,b_0250,2,0,0.0
2026-01-01,u_00419,b_0091,3,0,0.0
2026-01-01,u_00423,b_0300,3,0,0.0
2026-01-01,u_00427,b_0222,5,1,0.2
2026-01-01,u_00428,b_0271,4,0,0.0
2026-01-01,u_00429,b_0185,1,0,0.0
2026-01-01,u_00434,b_0125,5,0,0.0
2026-01-01,u_00438,b_0143,2,0,0.0
2026-01-01,u_00440,b_0238,4,1,0.25
2026-01-01,u_00448,b_0226,1,0,0.0
2026-01-01,u_00451,b_0238,7,0,0.0
2026-01-01,u_00454,b_0205,1,0,0.0
2026-01-01,u_00455,b_0092,1,0,0.0
2026-01-01,u_00455,b_0289,8,0,0.0
2026-01-01,u_00457,b_0123,2,0,0.0
2026-01-01,u_00463,b_0077,3,0,0.0
2026-01-01,u_00463,b_0210,6,0,0.0
2026-01-01,u_00466,b_0259,5,1,0.2
2026-01-01,u_00471,b_0132,5,0,0.0
2026-01-01,u_00473,b_0093,1,0,0.0
2026-01-01,u_00478,b_0025,3,0,0.0
2026-01-01,u_00482,b_0288,4,0,0.0
2026-01-01,u_00483,b_0026,4,0,0.0
2026-01-01,u_00486,b_0230,1,0,0.0
2026-01-01,u_00491,b_0068,6,0,0.0
2026-01-01,u_00495,b_0033,4,1,0.25
2026-01-01,u_00496,b_0238,4,0,0.0
2026-01-01,u_00497,b_0177,6,0,0.0
2026-01-01,u_00498,b_0197,7,1,0.1429
2026-01-01,u_00504,b_0047,5,0,0.0
2026-01-01,u_00506,b_0247,4,0,0.0
2026-01-01,u_00509,b_0097,3,0,0.0
2026-01-01,u_00509,b_0143,2,0,0.0
2026-01-01,u_00516,b_0075,2,0,0.0
2026-01-01,u_00517,b_0295,1,0,0.0
2026-01-01,u_00522,b_0216,6,0,0.0
2026-01-01,u_00525,b_0052,6,1,0.1667
2026-01-01,u_00534,b_0284,4,0,0.0
2026-01-01,u_00536,b_0115,1,0,0.0
2026-01-01,u_00537,b_0022,3,0,0.0
2026-01-01,u_00539,b_0273,4,0,0.0
2026-01-01,u_00541,b_0003,2,0,0.0
2026-01-01,u_00545,b_0296,5,0,0.0
2026-01-01,u_00548,b_0232,2,0,0.0
2026-01-01,u_00552,b_0119,3,0,0.0
2026-01-01,u_00552,b_0188,4,1,0.25
2026-01-01,u_00554,b_0029,2,0,0.0
2026-01-01,u_00555,b_0255,3,0,0.0
2026-01-01,u_00555,b_0262,4,0,0.0
2026-01-01,u_00563,b_0077,5,1,0.2
2026-01-01,u_00563,b_0265,4,0,0.0
2026-01-01,u_00565,b_0169,4,1,0.25
2026-01-01,u_00574,b_0222,9,1,0.1111
2026-01-01,u_00580,b_0038,3,0,0.0
2026-01-01,u_00581,b_0271,3,0,0.0
2026-01-01,u_00585,b_0280,1,0,0.0
2026-01-01,u_00588,b_0107,3,0,0.0
2026-01-01,u_00591,b_0026,7,1,0.1429
2026-01-01,u_00591,b_0054,7,0,0.0
2026-01-01,u_00596,b_0242,2,1,0.5
2026-01-01,u_00601,b_0300,4,0,0.0
2026-01-01,u_00605,b_0049,2,0,0.0
2026-01-01,u_00607,b_0120,1,0,0.0
2026-01-01,u_00610,b_0281,3,0,0.0
2026-01-01,u_00614,b_0221,4,0,0.0
2026-01-01,u_00614,b_0232,2,0,0.0
2026-01-01,u_00622,b_0268,6,0,0.0
2026-01-01,u_00637,b_0123,1,0,0.0
2026-01-01,u_00642,b_0008,3,0,0.0
2026-01-01,u_00645,b_0190,7,0,0.0
2026-01-01,u_00654,b_0130,4,0,0.0
2026-01-01,u_00655,b_0032,2,0,0.0
2026-01-01,u_00671,b_0250,5,0,0.0
2026-01-01,u_00676,b_0042,2,0,0.0
2026-01-01,u_00676,b_0114,4,0,0.0
2026-01-01,u_00686,b_0174,6,1,0.1667
2026-01-01,u_00687,b_0255,3,0,0.0
2026-01-01,u_00691,b_0083,4,0,0.0
2026-01-01,u_00692,b_0115,8,0,0.0
2026-01-01,u_00695,b_0175,4,0,0.0
2026-01-01,u_00695,b_0251,4,0,0.0
2026-01-01,u_00695,b_0266,3,0,0.0
2026-01-01,u_00696,b_0064,13,0,0.0
2026-01-01,u_00697,b_0091,8,0,0.0
2026-01-01,u_00704,b_0283,3,0,0.0
2026-01-01,u_00706,b_0024,4,0,0.0
2026-01-01,u_00716,b_0072,2,0,0.0
2026-01-01,u_00719,b_0132,5,0,0.0
2026-01-01,u_00721,b_0246,4,0,0.0
2026-01-01,u_00723,b_0274,5,0,0.0
2026-01-01,u_00724,b_0012,3,0,0.0
2026-01-01,u_00727,b_0251,6,0,0.0
2026-01-01,u_00728,b_0125,1,0,0.0
2026-01-01,u_00735,b_0250,2,0,0.0
2026-01-01,u_00739,b_0115,2,0,0.0
2026-01-01,u_00754,b_0110,1,0,0.0
2026-01-01,u_00760,b_0035,1,0,0.0
2026-01-01,u_00762,b_0246,6,1,0.1667
2026-01-01,u_00766,b_0172,7,0,0.0
2026-01-01,u_00778,b_0114,6,1,0.1667
2026-01-01,u_00779,b_0037,2,0,0.0
2026-01-01,u_00788,b_0111,3,0,0.0
2026-01-01,u_00788,b_0159,3,0,0.0
2026-01-01,u_00793,b_0112,7,0,0.0
2026-01-01,u_00799,b_0172,5,0,0.0
2026-01-01,u_00799,b_0238,7,1,0.1429
2026-01-01,u_00802,b_0003,1,0,0.0
2026-01-01,u_00803,b_0087,2,0,0.0
2026-01-01,u_00808,b_0028,4,0,0.0
2026-01-01,u_00810,b_0091,2,0,0.0
2026-01-01,u_00813,b_0164,3,0,0.0
2026-01-01,u_00819,b_0217,2,0,0.0
2026-01-01,u_00820,b_0192,6,0,0.0
2026-01-01,u_00825,b_0287,6,0,0.0
2026-01-01,u_00829,b_0104,2,0,0.0
2026-01-01,u_00833,b_0047,2,0,0.0
2026-01-01,u_00835,b_0174,2,0,0.0
2026-01-01,u_00835,b_0209,3,0,0.0
2026-01-01,u_00851,b_0003,3,0,0.0
2026-01-01,u_00856,b_0187,4,0,0.0
2026-01-01,u_00861,b_0038,6,0,0.0
2026-01-01,u_00864,b_0096,5,0,0.0
2026-01-01,u_00867,b_0094,4,0,0.0
2026-01-01,u_00872,b_0281,5,0,0.0
2026-01-01,u_00873,b_0022,3,0,0.0
2026-01-01,u_00873,b_0081,2,0,0.0
2026-01-01,u_00875,b_0271,2,0,0.0
2026-01-01,u_00878,b_0023,4,1,0.25
2026-01-01,u_00879,b_0270,5,0,0.0
2026-01-01,u_00885,b_0101,8,1,0.125
2026-01-01,u_00903,b_0146,2,0,0.0
2026-01-01,u_00904,b_0046,5,0,0.0
2026-01-01,u_00919,b_0293,5,0,0.0
2026-01-01,u_00922,b_0109,3,0,0.0
2026-01-01,u_00923,b_0141,1,0,0.0
2026-01-01,u_00928,b_0093,1,0,0.0
2026-01-01,u_00930,b_0299,3,0,0.0
2026-01-01,u_00931,b_0272,1,0,0.0
2026-01-01,u_00933,b_0009,3,0,0.0
2026-01-01,u_00934,b_0101,1,0,0.0
2026-01-01,u_00936,b_0075,5,0,0.0
2026-01-01,u_00936,b_0219,2,0,0.0
2026-01-01,u_00938,b_0012,4,0,0.0
2026-01-01,u_00940,b_0176,6,2,0.3333
2026-01-01,u_00941,b_0254,2,0,0.0
2026-01-01,u_00943,b_0165,1,0,0.0
2026-01-01,u_00944,b_0084,6,0,0.0
2026-01-01,u_00944,b_0125,2,0,0.0
2026-01-01,u_00946,b_0024,3,0,0.0
2026-01-01,u_00949,b_0195,5,1,0.2
2026-01-01,u_00957,b_0150,4,0,0.0
2026-01-01,u_00959,b_0064,5,0,0.0
2026-01-01,u_00961,b_0183,3,0,0.0
2026-01-01,u_00965,b_0236,5,0,0.0
2026-01-01,u_00970,b_0020,6,2,0.3333
2026-01-01,u_00972,b_0089,8,0,0.0
2026-01-01,u_00982,b_0225,1,0,0.0
2026-01-01,u_00985,b_0240,6,0,0.0
2026-01-01,u_00989,b_0231,3,0,0.0
2026-01-01,u_00993,b_0229,2,0,0.0
2026-01-01,u_00997,b_0236,3,0,0.0
2026-01-01,u_01001,b_0265,7,1,0.1429
2026-01-01,u_01003,b_0149,9,0,0.0
2026-01-01,u_01016,b_0184,5,0,0.0
2026-01-01,u_01019,b_0037,1,0,0.0
2026-01-01,u_01022,b_0187,7,0,0.0
2026-01-01,u_01024,b_0063,1,0,0.0
2026-01-01,u_01031,b_0002,4,0,0.0
2026-01-01,u_01033,b_0002,5,0,0.0
2026-01-01,u_01038,b_0263,3,0,0.0
2026-01-01,u_01039,b_0146,5,0,0.0
2026-01-01,u_01040,b_0196,5,0,0.0
2026-01-01,u_01041,b_0096,2,1,0.5
2026-01-01,u_01042,b_0294,2,0,0.0
2026-01-01,u_01043,b_0005,8,0,0.0
2026-01-01,u_01045,b_0087,1,0,0.0
2026-01-01,u_01045,b_0092,1,0,0.0
2026-01-01,u_01046,b_0153,5,0,0.0
2026-01-01,u_01050,b_0272,4,0,0.0
2026-01-01,u_01056,b_0227,1,0,0.0
2026-01-01,u_01057,b_0211,2,0,0.0
2026-01-01,u_01059,b_0059,7,0,0.0
2026-01-01,u_01073,b_0154,4,0,0.0
2026-01-01,u_01076,b_0169,2,0,0.0
2026-01-01,u_01076,b_0250,4,0,0.0
2026-01-01,u_01078,b_0199,6,0,0.0
2026-01-01,u_01079,b_0114,4,0,0.0
2026-01-01,u_01082,b_0216,3,0,0.0
2026-01-01,u_01084,b_0057,2,0,0.0
2026-01-01,u_01084,b_0153,3,0,0.0
2026-01-01,u_01085,b_0048,5,0,0.0
2026-01-01,u_01090,b_0300,6,0,0.0
2026-01-01,u_01092,b_0053,10,1,0.1
2026-01-01,u_01093,b_0252,3,0,0.0
2026-01-01,u_01095,b_0252,3,0,0.0
2026-01-01,u_01101,b_0264,2,0,0.0
2026-01-01,u_01102,b_0094,1,0,0.0
2026-01-01,u_01105,b_0032,2,0,0.0
2026-01-01,u_01107,b_0057,2,0,0.0
2026-01-01,u_01108,b_0260,1,0,0.0
2026-01-01,u_01110,b_0181,1,0,0.0
2026-01-01,u_01114,b_0140,2,0,0.0
2026-01-01,u_01114,b_0251,8,0,0.0
2026-01-01,u_01114,b_0277,4,0,0.0
2026-01-01,u_01126,b_0091,5,0,0.0
2026-01-01,u_01131,b_0249,3,0,0.0
2026-01-01,u_01131,b_0258,4,0,0.0
2026-01-01,u_01134,b_0239,2,0,0.0
2026-01-01,u_01134,b_0249,7,0,0.0
2026-01-01,u_01139,b_0204,5,1,0.2
2026-01-01,u_01146,b_0257,6,0,0.0
2026-01-01,u_01148,b_0273,6,1,0.1667
2026-01-01,u_01149,b_0121,1,0,0.0
2026-01-01,u_01151,b_0027,4,0,0.0
2026-01-01,u_01152,b_0051,2,0,0.0
2026-01-01,u_01158,b_0002,8,1,0.125
2026-01-01,u_01158,b_0118,2,0,0.0
2026-01-01,u_01162,b_0068,9,0,0.0
2026-01-01,u_01164,b_0150,3,0,0.0
2026-01-01,u_01165,b_0291,5,0,0.0
2026-01-01,u_01166,b_0224,5,0,0.0
2026-01-01,u_01169,b_0293,6,0,0.0
2026-01-01,u_01171,b_0006,7,0,0.0
2026-01-01,u_01173,b_0173,2,0,0.0
2026-01-01,u_01174,b_0162,4,0,0.0
2026-01-01,u_01174,b_0230,4,0,0.0
2026-01-01,u_01174,b_0288,3,1,0.3333
2026-01-01,u_01175,b_0257,5,0,0.0
2026-01-01,u_01176,b_0047,1,0,0.0
2026-01-01,u_01182,b_0216,3,0,0.0
2026-01-01,u_01185,b_0077,2,0,0.0
2026-01-01,u_01185,b_0123,6,0,0.0
2026-01-01,u_01188,b_0260,5,0,0.0
2026-01-01,u_01196,b_0096,5,0,0.0
2026-01-01,u_01197,b_0013,8,0,0.0
2026-01-01,u_01197,b_0139,4,0,0.0
2026-01-01,u_01197,b_0255,6,1,0.1667
2026-01-01,u_01201,b_0280,5,1,0.2
2026-01-01,u_01201,b_0283,5,0,0.0
2026-01-01,u_01207,b_0003,2,0,0.0
2026-01-01,u_01210,b_0140,3,0,0.0
2026-01-01,u_01215,b_0216,5,0,0.0
2026-01-01,u_01219,b_0153,2,0,0.0
2026-01-01,u_01221,b_0288,1,1,1.0
2026-01-01,u_01224,b_0116,1,0,0.0
2026-01-01,u_01226,b_0256,3,0,0.0
2026-01-01,u_01232,b_0011,3,0,0.0
2026-01-01,u_01232,b_0083,5,0,0.0
2026-01-01,u_01232,b_0245,1,0,0.0
2026-01-01,u_01243,b_0069,1,0,0.0
2026-01-01,u_01247,b_0284,1,0,0.0
2026-01-01,u_01250,b_0078,3,1,0.3333
2026-01-01,u_01254,b_0116,7,0,0.0
2026-01-01,u_01259,b_0157,5,0,0.0
2026-01-01,u_01259,b_0291,7,1,0.1429
2026-01-01,u_01263,b_0081,8,1,0.125
2026-01-01,u_01269,b_0215,7,0,0.0
2026-01-01,u_01269,b_0265,5,1,0.2
2026-01-01,u_01269,b_0272,6,0,0.0
2026-01-01,u_01270,b_0069,6,1,0.1667
2026-01-01,u_01272,b_0048,1,0,0.0
2026-01-01,u_01273,b_0091,1,0,0.0
2026-01-01,u_01285,b_0246,3,0,0.0
2026-01-01,u_01286,b_0116,6,1,0.1667
2026-01-01,u_01289,b_0300,2,0,0.0
2026-01-01,u_01292,b_0235,2,0,0.0
2026-01-01,u_01295,b_0041,3,0,0.0
2026-01-01,u_01297,b_0229,4,1,0.25
2026-01-01,u_01297,b_0262,1,0,0.0
2026-01-01,u_01298,b_0043,3,0,0.0
2026-01-01,u_01299,b_0190,3,0,0.0
2026-01-01,u_01299,b_0262,1,0,0.0
2026-01-01,u_01300,b_0276,6,2,0.3333
2026-01-01,u_01305,b_0072,3,0,0.0
2026-01-01,u_01309,b_0252,2,0,0.0
2026-01-01,u_01311,b_0147,6,0,0.0
2026-01-01,u_01322,b_0124,5,0,0.0
2026-01-01,u_01322,b_0270,4,0,0.0
2026-01-01,u_01324,b_0031,2,0,0.0
2026-01-01,u_01326,b_0072,4,0,0.0
2026-01-01,u_01330,b_0012,7,0,0.0
2026-01-01,u_01333,b_0087,4,1,0.25
2026-01-01,u_01334,b_0190,1,0,0.0
2026-01-01,u_01336,b_0215,2,2,1.0
2026-01-01,u_01341,b_0158,1,0,0.0
2026-01-01,u_01341,b_0261,2,0,0.0
2026-01-01,u_01346,b_0115,3,1,0.3333
2026-01-01,u_01346,b_0250,1,0,0.0
2026-01-01,u_01346,b_0284,3,0,0.0
2026-01-01,u_01351,b_0146,4,0,0.0
2026-01-01,u_01353,b_0271,5,0,0.0
2026-01-01,u_01358,b_0022,3,1,0.3333
2026-01-01,u_01358,b_0179,4,0,0.0
2026-01-01,u_01359,b_0155,3,0,0.0
2026-01-01,u_01361,b_0048,4,0,0.0
2026-01-01,u_01363,b_0156,1,0,0.0
2026-01-01,u_01364,b_0291,4,0,0.0
2026-01-01,u_01366,b_0266,2,0,0.0
2026-01-01,u_01370,b_0026,4,0,0.0
2026-01-01,u_01373,b_0238,5,0,0.0
2026-01-01,u_01376,b_0142,2,0,0.0
2026-01-01,u_01379,b_0115,1,0,0.0
2026-01-01,u_01382,b_0017,11,0,0.0
2026-01-01,u_01388,b_0234,7,0,0.0
2026-01-01,u_01389,b_0193,1,0,0.0
2026-01-01,u_01391,b_0130,4,0,0.0
2026-01-01,u_01394,b_0055,4,0,0.0
2026-01-01,u_01395,b_0033,3,0,0.0
2026-01-01,u_01399,b_0142,1,0,0.0
2026-01-01,u_01402,b_0103,3,0,0.0
2026-01-01,u_01403,b_0039,2,0,0.0
2026-01-01,u_01417,b_0257,6,1,0.1667
2026-01-01,u_01419,b_0067,6,1,0.1667
2026-01-01,u_01426,b_0226,3,0,0.0
2026-01-01,u_01427,b_0160,9,0,0.0
2026-01-01,u_01430,b_0272,1,0,0.0
2026-01-01,u_01432,b_0146,9,0,0.0
2026-01-01,u_01434,b_0043,1,0,0.0
2026-01-01,u_01441,b_0029,1,0,0.0
2026-01-01,u_01441,b_0127,1,0,0.0
2026-01-01,u_01444,b_0206,5,1,0.2
2026-01-01,u_01445,b_0137,2,0,0.0
2026-01-01,u_01449,b_0029,4,0,0.0
2026-01-01,u_01449,b_0033,5,0,0.0
2026-01-01,u_01449,b_0208,3,1,0.3333
2026-01-01,u_01451,b_0026,2,1,0.5
2026-01-01,u_01452,b_0043,5,0,0.0
2026-01-01,u_01454,b_0078,4,1,0.25
2026-01-01,u_01461,b_0276,4,0,0.0
2026-01-01,u_01469,b_0125,9,0,0.0
2026-01-01,u_01472,b_0133,2,0,0.0
2026-01-01,u_01472,b_0228,1,0,0.0
2026-01-01,u_01475,b_0094,1,0,0.0
2026-01-01,u_01476,b_0197,5,1,0.2
2026-01-01,u_01478,b_0224,3,0,0.0
2026-01-01,u_01480,b_0221,9,0,0.0
2026-01-01,u_01484,b_0146,2,0,0.0
2026-01-01,u_01487,b_0101,5,0,0.0
2026-01-01,u_01488,b_0134,2,0,0.0
2026-01-01,u_01490,b_0122,3,0,0.0
2026-01-01,u_01493,b_0092,4,0,0.0
2026-01-01,u_01493,b_0267,3,0,0.0
2026-01-01,u_01494,b_0293,4,0,0.0
2026-01-01,u_01498,b_0001,3,0,0.0
2026-01-01,u_01498,b_0277,4,0,0.0
2026-01-01,u_01501,b_0214,2,0,0.0
2026-01-01,u_01503,b_0007,9,0,0.0
2026-01-01,u_01514,b_0028,1,0,0.0
2026-01-01,u_01514,b_0186,2,0,0.0
2026-01-01,u_01518,b_0233,7,0,0.0
2026-01-01,u_01520,b_0115,2,0,0.0
2026-01-01,u_01523,b_0027,5,0,0.0
2026-01-01,u_01529,b_0258,1,0,0.0
2026-01-01,u_01533,b_0255,3,0,0.0
2026-01-01,u_01534,b_0105,5,0,0.0
2026-01-01,u_01539,b_0208,2,0,0.0
2026-01-01,u_01539,b_0274,1,0,0.0
2026-01-01,u_01548,b_0268,1,0,0.0
2026-01-01,u_01550,b_0151,9,0,0.0
2026-01-01,u_01552,b_0043,2,0,0.0
2026-01-01,u_01552,b_0132,7,0,0.0
2026-01-01,u_01556,b_0108,8,0,0.0
2026-01-01,u_01562,b_0070,3,1,0.3333
2026-01-01,u_01568,b_0123,1,0,0.0
2026-01-01,u_01568,b_0137,4,1,0.25
2026-01-01,u_01571,b_0040,6,1,0.1667
2026-01-01,u_01575,b_0085,4,1,0.25
2026-01-01,u_01575,b_0290,3,0,0.0
2026-01-01,u_01577,b_0253,2,0,0.0
2026-01-01,u_01579,b_0245,3,0,0.0
2026-01-01,u_01582,b_0299,6,0,0.0
2026-01-01,u_01584,b_0073,2,0,0.0
2026-01-01,u_01585,b_0270,5,1,0.2
2026-01-01,u_01587,b_0187,4,0,0.0
2026-01-01,u_01588,b_0243,2,0,0.0
2026-01-01,u_01590,b_0054,5,0,0.0
2026-01-01,u_01592,b_0027,8,0,0.0
2026-01-01,u_01592,b_0192,3,0,0.0
2026-01-01,u_01602,b_0096,4,0,0.0
2026-01-01,u_01604,b_0261,6,0,0.0
2026-01-01,u_01607,b_0271,4,0,0.0
2026-01-01,u_01615,b_0263,1,0,0.0
2026-01-01,u_01617,b_0081,3,0,0.0
2026-01-01,u_01622,b_0240,7,0,0.0
2026-01-01,u_01623,b_0168,1,0,0.0
2026-01-01,u_01624,b_0154,4,0,0.0
2026-01-01,u_01624,b_0247,6,0,0.0
2026-01-01,u_01634,b_0205,2,0,0.0
2026-01-01,u_01640,b_0149,5,0,0.0
2026-01-01,u_01641,b_0002,2,0,0.0
2026-01-01,u_01645,b_0113,4,1,0.25
2026-01-01,u_01650,b_0132,1,0,0.0
2026-01-01,u_01651,b_0186,2,0,0.0
2026-01-01,u_01651,b_0209,1,1,1.0
2026-01-01,u_01655,b_0221,2,0,0.0
2026-01-01,u_01655,b_0281,1,0,0.0
2026-01-01,u_01663,b_0239,1,0,0.0
2026-01-01,u_01668,b_0004,5,0,0.0
2026-01-01,u_01668,b_0236,2,0,0.0
2026-01-01,u_01672,b_0238,6,1,0.1667
2026-01-01,u_01674,b_0155,7,0,0.0
2026-01-01,u_01683,b_0141,6,0,0.0
2026-01-01,u_01684,b_0007,10,0,0.0
2026-01-01,u_01686,b_0178,9,2,0.2222
2026-01-01,u_01691,b_0166,3,0,0.0
2026-01-01,u_01695,b_0078,1,0,0.0
2026-01-01,u_01700,b_0134,6,1,0.1667
2026-01-01,u_01706,b_0211,3,0,0.0
2026-01-01,u_01713,b_0183,5,1,0.2
